,Sample ID,comments 1,comments 2,Population,Group_Population,Region,State / Province / City,Country of origin / collected in,Sampling Location (Cambridgesamples),Continent,Language,Latitude,Longitude,source,chip,wikidata,uncertaintu
1905,Yukagir10,1st degree relative to Yukagir7,,Yukaghirs,Yukaghirs,,,Russia,,Siberia,unclassified/Uralic,,,Rasmussen et al 2010,660k,,
1906,Yukagir2,1st degree relative to Yukagir1 and Yukagir3,,Yukaghirs,Yukaghirs,,,Russia,,Siberia,unclassified/Uralic,,,Rasmussen et al 2010,660k,,
1907,Yukagir3,1st degree relative to Yukagir1 and Yukagir2,,Yukaghirs,Yukaghirs,,,Russia,,Siberia,unclassified/Uralic,,,Rasmussen et al 2010,660k,,
1908,Yukagir4,,,Yukaghirs,Yukaghirs,,,Russia,,Siberia,unclassified/Uralic,,,Rasmussen et al 2010,660k,,
1909,Yukagir5,,,Yukaghirs,Yukaghirs,,,Russia,,Siberia,unclassified/Uralic,,,Rasmussen et al 2010,660k,,
1910,Yukagir6,,,Yukaghirs,Yukaghirs,,,Russia,,Siberia,unclassified/Uralic,,,Rasmussen et al 2010,660k,,
1911,Yukagir7,1st degree relative to Yukagir10,,Yukaghirs,Yukaghirs,,,Russia,,Siberia,unclassified/Uralic,,,Rasmussen et al 2010,660k,,
1912,Yukagir9,,,Yukaghirs,Yukaghirs,,,Russia,,Siberia,unclassified/Uralic,,,Rasmussen et al 2010,660k,,
1913,nivh120,1st degree relative of nivh122; nivh121,,Nivkhs,Nivkhs,,,Russia,,Siberia,,,,Fedorova and Reidla et al 2013,660k,,
1914,nivh70,,,Nivkhs,Nivkhs,,,Russia,,Siberia,,,,Fedorova and Reidla et al 2013,660k,,
1915,nihv69,,,Nivkhs,Nivkhs,,,Russia,,Siberia,,,,Fedorova and Reidla et al 2013,660k,,
1916,yakut3185,was Dolgan3185 but Sardana said it is Yakut,,Yakuts,Yakuts,,Sakha Republic,Russia,,Siberia,Turkic,,,Fedorova and Reidla et al 2013,660k,,
1917,Yak11,,,Yakuts,Yakuts,,,Russia,Essey,Siberia,Turkic,,,Cardona 2014,730K,,
1918,Yak13,,,Yakuts,Yakuts,,,Russia,Essey,Siberia,Turkic,,,Cardona 2014,730K,,
1919,Yak131,,,Yakuts,Yakuts,,,Russia,Seymchan,Siberia,Turkic,,,Cardona 2014,730K,,
1920,Yak17,,,Yakuts,Yakuts,,,Russia,"Vilyuy, Yakut Republic",Siberia,Turkic,,,Cardona 2014,730K,,
1921,Yak18,,,Yakuts,Yakuts,,,Russia,Yakutsk,Siberia,Turkic,,,Cardona 2014,730K,,
1922,Yak2,,,Yakuts,Yakuts,,,Russia,Ekonda,Siberia,Turkic,,,Cardona 2014,730K,,
1923,Yak21,,,Yakuts,Yakuts,,,Russia,Essey,Siberia,Turkic,,,Cardona 2014,730K,,
1924,Yak27,,,Yakuts,Yakuts,,,Russia,Essey,Siberia,Turkic,,,Cardona 2014,730K,,
1925,Yak3,,,Yakuts,Yakuts,,,Russia,Essey,Siberia,Turkic,,,Cardona 2014,730K,,
1926,Yak32,,,Yakuts,Yakuts,,,Russia,Chirinda,Siberia,Turkic,,,Cardona 2014,730K,,
1927,Yak36,,,Yakuts,Yakuts,,,Russia,"Olenek, Yakut Republic",Siberia,Turkic,,,Cardona 2014,730K,,
1928,Yak38,,,Yakuts,Yakuts,,,Russia,Ust-Alan,Siberia,Turkic,,,Cardona 2014,730K,,
1929,Yak4,,,Yakuts,Yakuts,,,Russia,"Nyurba, Yakut Republic",Siberia,Turkic,,,Cardona 2014,730K,,
1930,Yak43,,,Yakuts,Yakuts,,,Russia,Essey,Siberia,Turkic,,,Cardona 2014,730K,,
1931,Yak44,,,Yakuts,Yakuts,,,Russia,Essey,Siberia,Turkic,,,Cardona 2014,730K,,
1932,Yak5,,,Yakuts,Yakuts,,,Russia,"Nyurba, Yakut Republic",Siberia,Turkic,,,Cardona 2014,730K,,
1933,Yak53,,,Yakuts,Yakuts,,,Russia,"Nakkano, Irkutsk Region",Siberia,Turkic,,,Cardona 2014,730K,,
1934,Yak6,,,Yakuts,Yakuts,,,Russia,Chirinda,Siberia,Turkic,,,Cardona 2014,730K,,
1935,Yak61,,,Yakuts,Yakuts,,,Russia,Essey,Siberia,Turkic,,,Cardona 2014,730K,,
1936,Yak7,,,Yakuts,Yakuts,,,Russia,Essey,Siberia,Turkic,,,Cardona 2014,730K,,
1937,Yak8,,,Yakuts,Yakuts,,,Russia,Ekonda,Siberia,Turkic,,,Cardona 2014,730K,,
1938,Yak9,,,Yakuts,Yakuts,,,Russia,Essey,Siberia,Turkic,,,Cardona 2014,730K,,
1939,yakut1_1m,,,Yakuts,Yakuts,,Sakha Republic,Russia,,Siberia,Turkic,,,Yunusbayev et al 2015,1M,,
1940,yakut4_1m,,,Yakuts,Yakuts,,Sakha Republic,Russia,,Siberia,Turkic,,,Yunusbayev et al 2015,1M,,
1941,yakut8_1m,,,Yakuts,Yakuts,,Sakha Republic,Russia,,Siberia,Turkic,,,Yunusbayev et al 2015,1M,,
1942,evenk1,,,Evenkis,Evenkis,,,Russia,,Siberia,Altaic/Tungusic/Northern,,,Rasmussen et al 2010,610k,,
1943,evenk10,,,Evenkis,Evenkis,,,Russia,,Siberia,Altaic/Tungusic/Northern,,,Rasmussen et al 2010,610k,,
1944,evenk11,,,Evenkis,Evenkis,,,Russia,,Siberia,Altaic/Tungusic/Northern,,,Rasmussen et al 2010,610k,,
1945,evenk12,,,Evenkis,Evenkis,,,Russia,,Siberia,Altaic/Tungusic/Northern,,,Rasmussen et al 2010,610k,,
1946,evenk13,,,Evenkis,Evenkis,,,Russia,,Siberia,Altaic/Tungusic/Northern,,,Rasmussen et al 2010,610k,,
1947,evenk14,,,Evenkis,Evenkis,,,Russia,,Siberia,Altaic/Tungusic/Northern,,,Rasmussen et al 2010,610k,,
1948,evenk15,,,Evenkis,Evenkis,,,Russia,,Siberia,Altaic/Tungusic/Northern,,,Rasmussen et al 2010,610k,,
1949,evenk16,,,Evenkis,Evenkis,,,Russia,,Siberia,Altaic/Tungusic/Northern,,,Rasmussen et al 2010,610k,,
1950,evenk2,,,Evenkis,Evenkis,,,Russia,,Siberia,Altaic/Tungusic/Northern,,,Rasmussen et al 2010,610k,,
1951,evenk3,,,Evenkis,Evenkis,,,Russia,,Siberia,Altaic/Tungusic/Northern,,,Rasmussen et al 2010,610k,,
1952,evenk4,,,Evenkis,Evenkis,,,Russia,,Siberia,Altaic/Tungusic/Northern,,,Rasmussen et al 2010,610k,,
1953,evenk5,,,Evenkis,Evenkis,,,Russia,,Siberia,Altaic/Tungusic/Northern,,,Rasmussen et al 2010,610k,,
1954,evenk6,,,Evenkis,Evenkis,,,Russia,,Siberia,Altaic/Tungusic/Northern,,,Rasmussen et al 2010,610k,,
1955,evenk7,1st degree relative to evenk12,,Evenkis,Evenkis,,,Russia,,Siberia,Altaic/Tungusic/Northern,,,Rasmussen et al 2010,610k,,
1956,evenk8,,,Evenkis,Evenkis,,,Russia,,Siberia,Altaic/Tungusic/Northern,,,Rasmussen et al 2010,610k,,
1957,evenk9,,,Evenkis,Evenkis,,,Russia,,Siberia,Altaic/Tungusic/Northern,,,Rasmussen et al 2010,610k,,
1958,Evk1,,,Evenkis,Evenkis,,,Russia,"Kuyumba, Baikit District",Siberia,Altaic/Tungusic/Northern,,,Cardona 2014,730K,,
1959,Evk10,,,Evenkis,Evenkis,,,Russia,"Irokan, Amur Region",Siberia,Altaic/Tungusic/Northern,,,Cardona 2014,730K,,
1960,Evk12,,,Evenkis,Evenkis,,,Russia,Strelka-Chunya,Siberia,Altaic/Tungusic/Northern,,,Cardona 2014,730K,,
1961,Evk14,,,Evenkis,Evenkis,,,Russia,Essey,Siberia,Altaic/Tungusic/Northern,,,Cardona 2014,730K,,
1962,Evk16,,,Evenkis,Evenkis,,,Russia,Chirinda,Siberia,Altaic/Tungusic/Northern,,,Cardona 2014,730K,,
1963,Evk20,,,Evenkis,Evenkis,,,Russia,Tutonchany,Siberia,Altaic/Tungusic/Northern,,,Cardona 2014,730K,,
1964,Evk22,,,Evenkis,Evenkis,,,Russia,Tura,Siberia,Altaic/Tungusic/Northern,,,Cardona 2014,730K,,
1965,Evk23,,,Evenkis,Evenkis,,,Russia,Ekonda,Siberia,Altaic/Tungusic/Northern,,,Cardona 2014,730K,,
1966,Evk26,,,Evenkis,Evenkis,,,Russia,Strelka-Chunya,Siberia,Altaic/Tungusic/Northern,,,Cardona 2014,730K,,
1967,Evk28,,,Evenkis,Evenkis,,,Russia,Kislokan,Siberia,Altaic/Tungusic/Northern,,,Cardona 2014,730K,,
1968,Evk29,,,Evenkis,Evenkis,,,Russia,"Erbogachen, Irkutsk Region",Siberia,Altaic/Tungusic/Northern,,,Cardona 2014,730K,,
1969,Evk31,,,Evenkis,Evenkis,,,Russia,Kislokan,Siberia,Altaic/Tungusic/Northern,,,Cardona 2014,730K,,
1970,Evk34,,,Evenkis,Evenkis,,,Russia,Kislokan,Siberia,Altaic/Tungusic/Northern,,,Cardona 2014,730K,,
1971,Evk35,,,Evenkis,Evenkis,,,Russia,Nidym,Siberia,Altaic/Tungusic/Northern,,,Cardona 2014,730K,,
1972,Evk40,,,Evenkis,Evenkis,,,Russia,Nidym,Siberia,Altaic/Tungusic/Northern,,,Cardona 2014,730K,,
1973,Evk41,,,Evenkis,Evenkis,,,Russia,Kuyumba,Siberia,Altaic/Tungusic/Northern,,,Cardona 2014,730K,,
1974,Evk42,,,Evenkis,Evenkis,,,Russia,Surinda,Siberia,Altaic/Tungusic/Northern,,,Cardona 2014,730K,,
1975,Evk46,,,Evenkis,Evenkis,,,Russia,Tutonchany,Siberia,Altaic/Tungusic/Northern,,,Cardona 2014,730K,,
1976,Evk51,,,Evenkis,Evenkis,,,Russia,Poligus,Siberia,Altaic/Tungusic/Northern,,,Cardona 2014,730K,,
1977,Evk52,,,Evenkis,Evenkis,,,Russia,"Nakanno, Irkutsk Region",Siberia,Altaic/Tungusic/Northern,,,Cardona 2014,730K,,
1978,Evk54,,,Evenkis,Evenkis,,,Russia,Tura,Siberia,Altaic/Tungusic/Northern,,,Cardona 2014,730K,,
1979,Evk55,,,Evenkis,Evenkis,,,Russia,Kislokan,Siberia,Altaic/Tungusic/Northern,,,Cardona 2014,730K,,
1980,Evk56,,,Evenkis,Evenkis,,,Russia,Tura,Siberia,Altaic/Tungusic/Northern,,,Cardona 2014,730K,,
1981,Evk62,,,Evenkis,Evenkis,,,Russia,Baykit,Siberia,Altaic/Tungusic/Northern,,,Cardona 2014,730K,,
1982,evenkAA7792_1m,,,Evenkis,Evenkis,,Sakha Republica,Russia,,Siberia,Altaic/Tungusic/Northern,,,Yunusbayev et al 2015,1M,,
1983,evenkAA7798_1m,,,Evenkis,Evenkis,,Sakha Republica,Russia,,Siberia,Altaic/Tungusic/Northern,,,Yunusbayev et al 2015,1M,,
1984,evenkAA7806_1m,,,Evenkis,Evenkis,,Sakha Republica,Russia,,Siberia,Altaic/Tungusic/Northern,,,Yunusbayev et al 2015,1M,,
1985,even3777,,,Evens,Evens,,,Russia,,Siberia,Altaic/Tungusic/Northern,,,Raghavan et al 2013,660k,,
1986,even1574,,,Evens,Evens,,,Russia,,Siberia,Altaic/Tungusic/Northern,,,Fedorova and Reidla et al 2013,660k,,
1987,even3776,,,Evens,Evens,,,Russia,,Siberia,Altaic/Tungusic/Northern,,,Raghavan et al 2013,660k,,
1988,even2737,,,Evens,Evens,,,Russia,,Siberia,Altaic/Tungusic/Northern,,,Fedorova and Reidla et al 2013,660k,,
1989,even2759,,,Evens,Evens,,,Russia,,Siberia,Altaic/Tungusic/Northern,,,Fedorova and Reidla et al 2013,660k,,
1990,even2694,,,Evens,Evens,,,Russia,,Siberia,Altaic/Tungusic/Northern,,,Fedorova and Reidla et al 2013,660k,,
1991,even2682,,,Evens,Evens,,,Russia,,Siberia,Altaic/Tungusic/Northern,,,Fedorova and Reidla et al 2013,660k,,
1992,even2754,,,Evens,Evens,,,Russia,,Siberia,Altaic/Tungusic/Northern,,,Fedorova and Reidla et al 2013,660k,,
1993,even838,,,Evens,Evens,,,Russia,,Siberia,Altaic/Tungusic/Northern,,,Fedorova and Reidla et al 2013,660k,,
1994,even2763,,,Evens,Evens,,,Russia,,Siberia,Altaic/Tungusic/Northern,,,Fedorova and Reidla et al 2013,660k,,
1995,Evn16,,,Evens,Evens,,,Russia,"Gadlya, Ola District",Siberia,Altaic/Tungusic/Northern,59.683225,151.300006,Cardona 2014,730K,,
1996,Evn18,,,Evens,Evens,,,Russia,"Gizhiga, Severo-Evensk District",Siberia,Altaic/Tungusic/Northern,62.04985,160.499995,Cardona 2014,730K,,
1997,Evn21,,,Evens,Evens,,,Russia,"Gadlya, Ola District",Siberia,Altaic/Tungusic/Northern,59.683225,151.300006,Cardona 2014,730K,,
1998,Evn22,,,Evens,Evens,,,Russia,"Evensk, Severo-Evensk District",Siberia,Altaic/Tungusic/Northern,61.921572,159.236046,Cardona 2014,730K,,
1999,Evn23,,,Evens,Evens,,,Russia,"Gadlya, Ola District",Siberia,Altaic/Tungusic/Northern,59.683225,151.300006,Cardona 2014,730K,,
2000,Evn29,,,Evens,Evens,,,Russia,"Gizhiga, Severo-Evensk District",Siberia,Altaic/Tungusic/Northern,62.04985,160.499995,Cardona 2014,730K,,
2001,Evn30,,,Evens,Evens,,,Russia,"Paren, Severo-Evensk District",Siberia,Altaic/Tungusic/Northern,62.418056,163.090278,Cardona 2014,730K,,
2002,Evn31,,,Evens,Evens,,,Russia,"Arman, Ola District",Siberia,Altaic/Tungusic/Northern,59.673571,150.130615,Cardona 2014,730K,,
2003,Evn32,,,Evens,Evens,,,Russia,"Gizhiga, Severo-Evensk District",Siberia,Altaic/Tungusic/Northern,62.04985,160.499995,Cardona 2014,730K,,
2004,Evn47,,,Evens,Evens,,,Russia,"Topolovka, Severo-Evensk District",Siberia,Altaic/Tungusic/Northern,61.365225,160.125767,Cardona 2014,730K,,
2005,Evn48,,,Evens,Evens,,,Russia,"Gizhiga, Severo-Evensk District",Siberia,Altaic/Tungusic/Northern,62.04985,160.499995,Cardona 2014,730K,,
2006,Evn49,,,Evens,Evens,,,Russia,"Rossoha, Srednekan District",Siberia,Altaic/Tungusic/Northern,64.0,153.5,Cardona 2014,730K,,
2007,EvnG157,,,Evens,Evens,,,Russia,"Gizhiga, Severo-Evensk District",Siberia,Altaic/Tungusic/Northern,62.04985,160.499995,Cardona 2014,730K,,
2008,EvnG200,,,Evens,Evens,,,Russia,"Gizhiga, Severo-Evensk District",Siberia,Altaic/Tungusic/Northern,62.04985,160.499995,Cardona 2014,730K,,
2009,EvnG214,,,Evens,Evens,,,Russia,"Garmanda, Severo-Evensk District",Siberia,Altaic/Tungusic/Northern,62.179694,159.086676,Cardona 2014,730K,,
2010,EvnG216,,,Evens,Evens,,,Russia,"Garmanda, Severo-Evensk District",Siberia,Altaic/Tungusic/Northern,62.179694,159.086676,Cardona 2014,730K,,
2011,EvnG223,,,Evens,Evens,,,Russia,"Garmanda, Severo-Evensk District",Siberia,Altaic/Tungusic/Northern,62.179694,159.086676,Cardona 2014,730K,,
2012,EvnG224,,,Evens,Evens,,,Russia,"Garmanda, Severo-Evensk District",Siberia,Altaic/Tungusic/Northern,62.179694,159.086676,Cardona 2014,730K,,
2013,EvnG232,,,Evens,Evens,,,Russia,"Gizhiga, Severo-Evensk District",Siberia,Altaic/Tungusic/Northern,62.04985,160.499995,Cardona 2014,730K,,
2014,EvnG329,,,Evens,Evens,,,Russia,"Gizhiga, Severo-Evensk District",Siberia,Altaic/Tungusic/Northern,62.04985,160.499995,Cardona 2014,730K,,
2015,EvnG330,,,Evens,Evens,,,Russia,"Gizhiga, Severo-Evensk District",Siberia,Altaic/Tungusic/Northern,62.04985,160.499995,Cardona 2014,730K,,
2016,EvnG353,,,Evens,Evens,,,Russia,"Gizhiga, Severo-Evensk District",Siberia,Altaic/Tungusic/Northern,62.04985,160.499995,Cardona 2014,730K,,
2017,EvnG69,,,Evens,Evens,,,Russia,"Evensk, Severo-Evensk District",Siberia,Altaic/Tungusic/Northern,61.921572,159.236046,Cardona 2014,730K,,
2018,EvnG7,,,Evens,Evens,,,Russia,"Evensk, Severo-Evensk District",Siberia,Altaic/Tungusic/Northern,61.921572,159.236046,Cardona 2014,730K,,
2019,even23_1m,,,Evens,Evens,,Sakha Republica,Russia,,Siberia,Altaic/Tungusic/Northern,,,Yunusbayev et al 2015,1M,,
2020,evenAA7404_1m,,,Evens,Evens,,Sakha Republica,Russia,,Siberia,Altaic/Tungusic/Northern,,,Yunusbayev et al 2015,1M,,
2021,evenAA7432_1m,,,Evens,Evens,,Sakha Republica,Russia,,Siberia,Altaic/Tungusic/Northern,,,Yunusbayev et al 2015,1M,,
2022,koryakE102,,,Koryaks,Koryaks,,,Russia,,Siberia,Chukotko-Kamchatkan,,,Rasmussen et al 2010,660k,,
2023,koryakE114,,,Koryaks,Koryaks,,,Russia,,Siberia,Chukotko-Kamchatkan,,,Rasmussen et al 2010,660k,,
2024,koryakE117,,,Koryaks,Koryaks,,,Russia,,Siberia,Chukotko-Kamchatkan,,,Rasmussen et al 2010,660k,,
2025,koryakE131,,,Koryaks,Koryaks,,,Russia,,Siberia,Chukotko-Kamchatkan,,,Rasmussen et al 2010,660k,,
2026,koryakE137,,,Koryaks,Koryaks,,,Russia,,Siberia,Chukotko-Kamchatkan,,,Rasmussen et al 2010,660k,,
2027,koryakE151,,,Koryaks,Koryaks,,,Russia,,Siberia,Chukotko-Kamchatkan,,,Rasmussen et al 2010,660k,,
2028,koryakE35,,,Koryaks,Koryaks,,,Russia,,Siberia,Chukotko-Kamchatkan,,,Rasmussen et al 2010,660k,,
2029,koryakE41,,,Koryaks,Koryaks,,,Russia,,Siberia,Chukotko-Kamchatkan,,,Rasmussen et al 2010,660k,,
2030,koryakE5,,,Koryaks,Koryaks,,,Russia,,Siberia,Chukotko-Kamchatkan,,,Rasmussen et al 2010,660k,,
2031,koryakE58,,,Koryaks,Koryaks,,,Russia,,Siberia,Chukotko-Kamchatkan,,,Rasmussen et al 2010,660k,,
2032,koryakE6,1st degree relative to koryakE95,,Koryaks,Koryaks,,,Russia,,Siberia,Chukotko-Kamchatkan,,,Rasmussen et al 2010,660k,,
2033,koryakE66,1st degree relative to koryakE35,,Koryaks,Koryaks,,,Russia,,Siberia,Chukotko-Kamchatkan,,,Rasmussen et al 2010,660k,,
2034,koryakE67,,,Koryaks,Koryaks,,,Russia,,Siberia,Chukotko-Kamchatkan,,,Rasmussen et al 2010,660k,,
2035,koryakE76,,,Koryaks,Koryaks,,,Russia,,Siberia,Chukotko-Kamchatkan,,,Rasmussen et al 2010,660k,,
2036,koryakE77,1st degree relative to koryakE78,,Koryaks,Koryaks,,,Russia,,Siberia,Chukotko-Kamchatkan,,,Rasmussen et al 2010,660k,,
2037,koryakE78,,,Koryaks,Koryaks,,,Russia,,Siberia,Chukotko-Kamchatkan,,,Rasmussen et al 2010,660k,,
2038,koryakE84,,,Koryaks,Koryaks,,,Russia,,Siberia,Chukotko-Kamchatkan,,,Fedorova and Reidla et al 2013,660k,,
2039,koryakE95,,,Koryaks,Koryaks,,,Russia,,Siberia,Chukotko-Kamchatkan,,,Rasmussen et al 2010,660k,,
2040,Krk115,,,Koryaks,Koryaks,,,Russia,"Paren, Severo-Evensk District",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2041,Krk116,,,Koryaks,Koryaks,,,Russia,"Paren, Severo-Evensk District",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2042,Krk117,,,Koryaks,Koryaks,,,Russia,"Paren, Severo-Evensk District",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2043,Krk119,,,Koryaks,Koryaks,,,Russia,"Evensk, Severo-Evensk District",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2044,Krk120,,,Koryaks,Koryaks,,,Russia,"Topolovka, Severo-Evensk District",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2045,Krk121,,,Koryaks,Koryaks,,,Russia,"Evensk, Severo-Evensk District",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2046,Krk122,,,Koryaks,Koryaks,,,Russia,"Evensk, Severo-Evensk District",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2047,Krk123,,,Koryaks,Koryaks,,,Russia,"Evensk, Severo-Evensk District",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2048,Krk124,,,Koryaks,Koryaks,,,Russia,"Evensk, Severo-Evensk District",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2049,Krk126,,,Koryaks,Koryaks,,,Russia,"Evensk, Severo-Evensk District",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2050,Krk127,,,Koryaks,Koryaks,,,Russia,"Evensk, Severo-Evensk District",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2051,Krk128,,,Koryaks,Koryaks,,,Russia,"Evensk, Severo-Evensk District",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2052,Krk129,,,Koryaks,Koryaks,,,Russia,"Evensk, Severo-Evensk District",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2053,Krk130,,,Koryaks,Koryaks,,,Russia,"Evensk, Severo-Evensk District",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2054,KrkG1,,,Koryaks,Koryaks,,,Russia,"Evensk, Severo-Evensk District",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2055,KrkG11,,,Koryaks,Koryaks,,,Russia,"Evensk, Severo-Evensk District",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2056,KrkG13,,,Koryaks,Koryaks,,,Russia,"Evensk, Severo-Evensk District",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2057,KrkG14,,,Koryaks,Koryaks,,,Russia,"Evensk, Severo-Evensk District",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2058,KrkG152,,,Koryaks,Koryaks,,,Russia,"Gizhiga, Severo-Evensk District",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2059,KrkG233,,,Koryaks,Koryaks,,,Russia,"Gizhiga, Severo-Evensk District",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2060,KrkG294,,,Koryaks,Koryaks,,,Russia,"Evensk, Severo-Evensk District",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2061,KrkG3,,,Koryaks,Koryaks,,,Russia,"Evensk, Severo-Evensk District",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2062,KrkG38,,,Koryaks,Koryaks,,,Russia,"Evensk, Severo-Evensk District",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2063,KrkG4,,,Koryaks,Koryaks,,,Russia,"Evensk, Severo-Evensk District",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2064,KrkG55,,,Koryaks,Koryaks,,,Russia,"Evensk, Severo-Evensk District",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2065,koryak33_1m,,,Koryaks,Koryaks,North-East Siberia,,Russia,,Siberia,Chukotko-Kamchatkan,,,Yunusbayev et al 2015,1M,,
2066,koryak42_1m,,,Koryaks,Koryaks,North-East Siberia,,Russia,,Siberia,Chukotko-Kamchatkan,,,Yunusbayev et al 2015,1M,,
2067,chukchi113,,,Chukchis,Chukchis,,,Russia,,Siberia,Chukotko-Kamchatkan,,,Fedorova and Reidla et al 2013,660k,,
2068,chukchi114,,,Chukchis,Chukchis,,,Russia,,Siberia,Chukotko-Kamchatkan,,,Rasmussen et al 2010,660k,,
2069,chukchi116,,,Chukchis,Chukchis,,,Russia,,Siberia,Chukotko-Kamchatkan,,,Rasmussen et al 2010,660k,,
2070,chukchi117,,,Chukchis,Chukchis,,,Russia,,Siberia,Chukotko-Kamchatkan,,,Rasmussen et al 2010,660k,,
2071,chukchi119,,,Chukchis,Chukchis,,,Russia,,Siberia,Chukotko-Kamchatkan,,,Rasmussen et al 2010,660k,,
2072,chukchi123,,,Chukchis,Chukchis,,,Russia,,Siberia,Chukotko-Kamchatkan,,,Rasmussen et al 2010,660k,,
2073,chukchi124,,,Chukchis,Chukchis,,,Russia,,Siberia,Chukotko-Kamchatkan,,,Rasmussen et al 2010,660k,,
2074,chukchi125,,,Chukchis,Chukchis,,,Russia,,Siberia,Chukotko-Kamchatkan,,,Rasmussen et al 2010,660k,,
2075,chukchi126,,,Chukchis,Chukchis,,,Russia,,Siberia,Chukotko-Kamchatkan,,,Rasmussen et al 2010,660k,,
2076,chukchi128,,,Chukchis,Chukchis,,,Russia,,Siberia,Chukotko-Kamchatkan,,,Rasmussen et al 2010,660k,,
2077,chukchi129,,,Chukchis,Chukchis,,,Russia,,Siberia,Chukotko-Kamchatkan,,,Rasmussen et al 2010,660k,,
2078,chukchi130,,,Chukchis,Chukchis,,,Russia,,Siberia,Chukotko-Kamchatkan,,,Rasmussen et al 2010,660k,,
2079,chukchi136,,,Chukchis,Chukchis,,,Russia,,Siberia,Chukotko-Kamchatkan,,,Rasmussen et al 2010,660k,,
2080,chukchi142,,,Chukchis,Chukchis,,,Russia,,Siberia,Chukotko-Kamchatkan,,,Rasmussen et al 2010,660k,,
2081,chukchi143,,,Chukchis,Chukchis,,,Russia,,Siberia,Chukotko-Kamchatkan,,,Rasmussen et al 2010,660k,,
2082,Chu1,,,Chukchis,Chukchis,,,Russia,"Anadyr, Chukotka",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2083,Chu10,,,Chukchis,Chukchis,,,Russia,"Anadyr, Chukotka",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2084,Chu11,,,Chukchis,Chukchis,,,Russia,"Anadyr, Chukotka",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2085,Chu12,,,Chukchis,Chukchis,,,Russia,"Anadyr, Chukotka",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2086,Chu13B,,,Chukchis,Chukchis,,,Russia,"Anadyr, Chukotka",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2087,Chu14,,,Chukchis,Chukchis,,,Russia,"Anadyr, Chukotka",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2088,Chu15,,,Chukchis,Chukchis,,,Russia,"Anadyr, Chukotka",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2089,Chu2,,,Chukchis,Chukchis,,,Russia,"Anadyr, Chukotka",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2090,Chu3,,,Chukchis,Chukchis,,,Russia,"Anadyr, Chukotka",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2091,Chu4,,,Chukchis,Chukchis,,,Russia,"Anadyr, Chukotka",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2092,Chu5,,,Chukchis,Chukchis,,,Russia,"Anadyr, Chukotka",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2093,Chu6,,,Chukchis,Chukchis,,,Russia,"Anadyr, Chukotka",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2094,Chu8,,,Chukchis,Chukchis,,,Russia,"Anadyr, Chukotka",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2095,Chu9,,,Chukchis,Chukchis,,,Russia,"Anadyr, Chukotka",Siberia,Chukotko-Kamchatkan,,,Cardona 2014,730K,,
2096,chukchi2_1m,,,Chukchis,Chukchis,,,Russia,,Siberia,Chukotko-Kamchatkan,,,Yunusbayev et al 2015,1M,,
