HGDPIndividualNumber	PopulationCode	PopulationName	SamplingLocation	GeographicRegionOfPopulation	Sex	InHGDP-CEPHpanel[CannEtAl2002]?	AnalyzedInRosenbergEtAl2002?	PopulationLabelBelievedToBeCorrect?	HasNoDuplicatesInPanel?	AnalyzedInRosenbergEtAl2005[datasetH1048]?	HasNoKnown1stDegreeRelativesInPanel?	HasNoKnown1stOr2ndDegreeRelativesInPanel?	HasAParentOrOffspringInPanel?	IncludedInDataset971[No1stDegreeRelatives]?	IncludedInDataset952[No1stOr2ndDegreeRelatives]?	DuplicationConjugate[OnlyDiffersFromSampleNumberIfSampleIsDuplicated]	AlternatePopulationCode[OnlyDiffersFromPrimaryPopulationCodeForBantuSouthAfrica]	AlternatePopulationName[OnlyDiffersFromPrimaryPopulationNameForBantuSouthAfrica]	OrangeQInRosenbergEtAl2002Fig1K=5	BlueQInRosenbergEtAl2002Fig1K=5	PinkQInRosenbergEtAl2002Fig1K=5	GreenQInRosenbergEtAl2002Fig1K=5	PurpleQInRosenbergEtAl2002Fig1K=5
612	36	Bedouin	Israel-Negev	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	612	36	Bedouin	0.001	0.996	0.001	0.001	0.001
613	36	Bedouin	Israel-Negev	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	613	36	Bedouin	0.006	0.986	0.004	0.002	0.001
614	36	Bedouin	Israel-Negev	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	614	36	Bedouin	0.002	0.968	0.002	0.027	0.002
615	36	Bedouin	Israel-Negev	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	615	36	Bedouin	0.003	0.984	0.002	0.007	0.004
616	36	Bedouin	Israel-Negev	MIDDLE_EAST	m	1	1	1	1	1	0	0	1	1	1	616	36	Bedouin	0.001	0.994	0.003	0.001	0.001
617	36	Bedouin	Israel-Negev	MIDDLE_EAST	m	1	1	1	1	1	1	0	0	1	0	617	36	Bedouin	0.012	0.98	0.003	0.002	0.004
618	36	Bedouin	Israel-Negev	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	618	36	Bedouin	0.002	0.991	0.002	0.003	0.001
619	36	Bedouin	Israel-Negev	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	619	36	Bedouin	0.005	0.992	0.001	0.001	0.002
620	36	Bedouin	Israel-Negev	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	620	36	Bedouin	0.107	0.878	0.01	0.003	0.002
621	36	Bedouin	Israel-Negev	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	621	36	Bedouin	0.755	0.227	0.008	0.002	0.008
622	36	Bedouin	Israel-Negev	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	622	36	Bedouin	0.007	0.991	0.001	0.001	0.001
623	36	Bedouin	Israel-Negev	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	623	36	Bedouin	0.073	0.916	0.005	0.004	0.001
624	36	Bedouin	Israel-Negev	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	624	36	Bedouin	0.092	0.896	0.002	0.005	0.005
625	36	Bedouin	Israel-Negev	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	625	36	Bedouin	0.025	0.916	0.017	0.002	0.04
626	36	Bedouin	Israel-Negev	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	626	36	Bedouin	0.004	0.984	0.006	0.004	0.002
627	36	Bedouin	Israel-Negev	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	627	36	Bedouin	0.09	0.906	0.002	0.001	0.001
628	36	Bedouin	Israel-Negev	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	628	36	Bedouin	0.003	0.976	0.01	0.008	0.003
629	36	Bedouin	Israel-Negev	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	629	36	Bedouin	0.124	0.835	0.002	0.038	0.001
630	36	Bedouin	Israel-Negev	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	630	36	Bedouin	0.008	0.98	0.001	0.01	0.001
631	36	Bedouin	Israel-Negev	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	631	36	Bedouin	0.006	0.896	0.086	0.006	0.005
632	36	Bedouin	Israel-Negev	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	632	36	Bedouin	0.111	0.883	0.002	0.004	0
633	36	Bedouin	Israel-Negev	MIDDLE_EAST	f	1	1	1	1	1	0	0	1	0	0	633	36	Bedouin	0.001	0.993	0.004	0.002	0.001
634	36	Bedouin	Israel-Negev	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	634	36	Bedouin	0.167	0.83	0.001	0.001	0.002
635	36	Bedouin	Israel-Negev	MIDDLE_EAST	f	1	1	1	1	1	1	0	0	1	1	635	36	Bedouin	0.004	0.989	0.002	0.002	0.003
636	36	Bedouin	Israel-Negev	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	636	36	Bedouin	0.016	0.966	0.003	0.013	0.001
637	36	Bedouin	Israel-Negev	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	637	36	Bedouin	0.126	0.842	0.006	0.01	0.016
638	36	Bedouin	Israel-Negev	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	638	36	Bedouin	0.083	0.883	0.006	0.009	0.019
639	36	Bedouin	Israel-Negev	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	639	36	Bedouin	0.001	0.995	0.001	0.001	0.001
640	36	Bedouin	Israel-Negev	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	640	36	Bedouin	0.127	0.854	0.006	0.009	0.004
641	36	Bedouin	Israel-Negev	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	641	36	Bedouin	0.002	0.991	0.001	0.001	0.005
642	36	Bedouin	Israel-Negev	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	642	36	Bedouin	0.005	0.992	0.001	0.001	0.001
643	36	Bedouin	Israel-Negev	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	643	36	Bedouin	0.051	0.941	0.005	0.001	0.002
644	36	Bedouin	Israel-Negev	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	644	36	Bedouin	0.011	0.986	0.001	0.001	0
645	36	Bedouin	Israel-Negev	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	645	36	Bedouin	0.159	0.829	0.001	0.01	0.001
646	36	Bedouin	Israel-Negev	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	646	36	Bedouin	0.127	0.869	0.002	0.001	0.001
647	36	Bedouin	Israel-Negev	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	647	36	Bedouin	0.005	0.979	0.01	0.003	0.003
648	36	Bedouin	Israel-Negev	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	648	36	Bedouin	0.017	0.963	0.002	0.001	0.017
649	36	Bedouin	Israel-Negev	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	649	36	Bedouin	0.002	0.992	0.003	0.002	0.002
650	36	Bedouin	Israel-Negev	MIDDLE_EAST	f	1	1	1	0	1	1	1	0	1	1	652	36	Bedouin	0.001	0.995	0.002	0.001	0.001
651	36	Bedouin	Israel-Negev	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	651	36	Bedouin	0.003	0.99	0.002	0.003	0.001
652	36	Bedouin	Israel-Negev	MIDDLE_EAST	f	1	1	1	0	0	NA	NA	NA	0	0	650	36	Bedouin	0.002	0.994	0.002	0.001	0.001
653	36	Bedouin	Israel-Negev	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	653	36	Bedouin	0.002	0.993	0.002	0.002	0.002
654	36	Bedouin	Israel-Negev	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	654	36	Bedouin	0.039	0.911	0.006	0.04	0.003
655	71	Melanesian	Bougainville	OCEANIA	m	1	1	1	1	1	0	0	1	1	1	655	71	Melanesian	0.001	0.002	0.005	0.989	0.003
656	71	Melanesian	Bougainville	OCEANIA	f	1	1	1	1	1	0	0	1	1	1	656	71	Melanesian	0.001	0.002	0.005	0.992	0.001
657	71	Melanesian	Bougainville	OCEANIA	f	1	1	1	0	1	0	0	1	0	0	826	71	Melanesian	0	0	0	0.998	0
658	71	Melanesian	Bougainville	OCEANIA	f	1	1	1	0	1	0	0	1	0	0	659	71	Melanesian	0	0.001	0.001	0.998	0
659	71	Melanesian	Bougainville	OCEANIA	f	1	1	1	0	0	NA	NA	NA	0	0	658	71	Melanesian	0	0	0.001	0.998	0.001
660	71	Melanesian	Bougainville	OCEANIA	f	1	1	1	0	1	0	0	1	1	1	979	71	Melanesian	0	0	0.001	0.998	0.001
661	71	Melanesian	Bougainville	OCEANIA	f	1	1	1	1	1	0	0	0	1	1	661	71	Melanesian	0	0.001	0.035	0.956	0.007
662	71	Melanesian	Bougainville	OCEANIA	m	1	1	1	1	1	0	0	1	1	1	662	71	Melanesian	0.002	0.002	0.081	0.902	0.014
663	71	Melanesian	Bougainville	OCEANIA	f	1	1	1	1	1	0	0	1	1	1	663	71	Melanesian	0	0.001	0.007	0.99	0.002
664	71	Melanesian	Bougainville	OCEANIA	f	1	1	1	1	1	0	0	1	1	1	664	71	Melanesian	0.001	0.003	0.002	0.994	0.001
665	28	Sardinian	Italy	EUROPE	m	1	1	1	1	1	1	1	0	1	1	665	28	Sardinian	0.001	0.988	0.002	0.001	0.008
666	28	Sardinian	Italy	EUROPE	m	1	1	1	1	1	1	1	0	1	1	666	28	Sardinian	0.001	0.977	0.014	0.002	0.006
667	28	Sardinian	Italy	EUROPE	f	1	1	1	1	1	1	1	0	1	1	667	28	Sardinian	0.001	0.995	0.001	0.002	0
668	28	Sardinian	Italy	EUROPE	m	1	1	1	1	1	1	1	0	1	1	668	28	Sardinian	0.005	0.979	0.002	0.006	0.009
669	28	Sardinian	Italy	EUROPE	f	1	1	1	1	1	1	1	0	1	1	669	28	Sardinian	0.001	0.996	0.001	0.001	0.001
670	28	Sardinian	Italy	EUROPE	m	1	1	1	1	1	1	1	0	1	1	670	28	Sardinian	0.001	0.988	0.007	0.002	0.002
671	28	Sardinian	Italy	EUROPE	m	1	1	1	1	1	1	1	0	1	1	671	28	Sardinian	0.001	0.997	0.001	0.001	0.001
672	28	Sardinian	Italy	EUROPE	f	1	1	1	1	1	1	1	0	1	1	672	28	Sardinian	0.002	0.993	0.002	0.002	0.002
673	28	Sardinian	Italy	EUROPE	f	1	1	1	1	1	1	1	0	1	1	673	28	Sardinian	0.001	0.993	0.002	0.002	0.003
674	28	Sardinian	Italy	EUROPE	m	1	1	1	1	1	1	1	0	1	1	674	28	Sardinian	0.007	0.982	0.007	0.002	0.002
675	38	Palestinian	Israel-Central	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	675	38	Palestinian	0.026	0.948	0.016	0.009	0.001
676	38	Palestinian	Israel-Central	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	676	38	Palestinian	0.005	0.989	0.002	0.003	0.001
677	38	Palestinian	Israel-Central	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	677	38	Palestinian	0.02	0.971	0.003	0.005	0.001
678	38	Palestinian	Israel-Central	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	678	38	Palestinian	0.016	0.959	0.017	0.007	0.001
679	38	Palestinian	Israel-Central	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	679	38	Palestinian	0.021	0.97	0.002	0.007	0.001
680	38	Palestinian	Israel-Central	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	680	38	Palestinian	0.033	0.95	0.014	0.001	0.002
681	38	Palestinian	Israel-Central	MIDDLE_EAST	f	1	1	1	1	1	1	0	0	1	0	681	38	Palestinian	0.015	0.961	0.001	0.02	0.003
682	38	Palestinian	Israel-Central	MIDDLE_EAST	f	1	1	1	1	1	1	0	0	1	1	682	38	Palestinian	0.002	0.99	0.002	0.004	0.001
683	38	Palestinian	Israel-Central	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	683	38	Palestinian	0.003	0.975	0.013	0.008	0.002
684	38	Palestinian	Israel-Central	MIDDLE_EAST	f	1	1	1	1	1	1	0	0	1	1	684	38	Palestinian	0.019	0.908	0.037	0.034	0.002
685	38	Palestinian	Israel-Central	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	685	38	Palestinian	0.036	0.955	0.002	0.005	0.001
686	38	Palestinian	Israel-Central	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	686	38	Palestinian	0.007	0.988	0.002	0.001	0.002
687	38	Palestinian	Israel-Central	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	687	38	Palestinian	0.002	0.979	0.013	0.003	0.003
688	38	Palestinian	Israel-Central	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	688	38	Palestinian	0.011	0.982	0.004	0.001	0.002
689	38	Palestinian	Israel-Central	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	689	38	Palestinian	0.006	0.962	0.03	0.001	0.001
690	38	Palestinian	Israel-Central	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	690	38	Palestinian	0.005	0.983	0.009	0.002	0.001
691	38	Palestinian	Israel-Central	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	691	38	Palestinian	0.004	0.987	0.005	0.003	0.001
692	38	Palestinian	Israel-Central	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	692	38	Palestinian	0.06	0.934	0.003	0.001	0.001
693	38	Palestinian	Israel-Central	MIDDLE_EAST	f	1	1	1	1	1	1	0	0	1	1	693	38	Palestinian	0.005	0.96	0.003	0.017	0.016
694	38	Palestinian	Israel-Central	MIDDLE_EAST	f	1	1	1	1	1	0	0	0	1	1	694	38	Palestinian	0.08	0.908	0.007	0.003	0.002
695	38	Palestinian	Israel-Central	MIDDLE_EAST	f	1	1	1	1	1	0	0	0	0	0	695	38	Palestinian	0.033	0.953	0.006	0.005	0.003
696	38	Palestinian	Israel-Central	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	696	38	Palestinian	0.01	0.96	0.005	0.023	0.001
697	38	Palestinian	Israel-Central	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	697	38	Palestinian	0.012	0.965	0.016	0.001	0.006
698	38	Palestinian	Israel-Central	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	698	38	Palestinian	0.065	0.926	0.003	0.006	0.001
699	38	Palestinian	Israel-Central	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	699	38	Palestinian	0.004	0.992	0.002	0.002	0.001
700	38	Palestinian	Israel-Central	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	700	38	Palestinian	0.015	0.979	0.002	0.002	0.002
701	36	Bedouin	Israel-Negev	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	701	36	Bedouin	0.001	0.994	0.001	0.001	0.002
702	81	Colombian	Colombia	AMERICA	f	1	1	1	1	1	0	0	0	1	1	702	81	Colombian	0.001	0.001	0.187	0.009	0.801
703	81	Colombian	Colombia	AMERICA	m	1	1	1	1	1	0	0	1	1	1	703	81	Colombian	0.001	0.035	0.268	0.002	0.694
704	81	Colombian	Colombia	AMERICA	f	1	1	1	1	1	0	0	1	1	1	704	81	Colombian	0.001	0.037	0.108	0.002	0.852
705	81	Colombian	Colombia	AMERICA	m	1	1	1	1	1	0	0	1	0	0	705	81	Colombian	0.001	0.003	0.108	0.005	0.883
706	81	Colombian	Colombia	AMERICA	f	1	1	1	1	1	0	0	1	1	1	706	81	Colombian	0.001	0.089	0.023	0.002	0.886
707	81	Colombian	Colombia	AMERICA	f	1	1	1	1	1	0	0	1	0	0	707	81	Colombian	0.001	0.007	0.02	0.001	0.973
708	81	Colombian	Colombia	AMERICA	f	1	1	1	1	1	0	0	1	1	1	708	81	Colombian	0.001	0.001	0.08	0.001	0.918
709	81	Colombian	Colombia	AMERICA	m	1	1	1	1	1	0	0	1	0	0	709	81	Colombian	0.001	0.001	0.104	0.007	0.887
710	81	Colombian	Colombia	AMERICA	m	1	1	1	1	1	0	0	1	1	1	710	81	Colombian	0.001	0.001	0.127	0.001	0.871
711	677	Cambodian	Cambodia	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	711	677	Cambodian	0.002	0.134	0.856	0.006	0.002
712	677	Cambodian	Cambodia	EAST_ASIA	f	1	1	1	1	1	1	1	0	1	1	712	677	Cambodian	0.005	0.009	0.975	0.004	0.007
713	677	Cambodian	Cambodia	EAST_ASIA	f	1	1	1	1	1	0	0	1	1	1	713	677	Cambodian	0.008	0.036	0.863	0.036	0.058
714	677	Cambodian	Cambodia	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	714	677	Cambodian	0.039	0.009	0.902	0.046	0.004
715	677	Cambodian	Cambodia	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	715	677	Cambodian	0.003	0.203	0.781	0.012	0.001
716	677	Cambodian	Cambodia	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	716	677	Cambodian	0.002	0.005	0.989	0.002	0.002
717	677	Cambodian	Cambodia	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	717	677	Cambodian	0.032	0.173	0.769	0.023	0.004
718	677	Cambodian	Cambodia	EAST_ASIA	f	1	1	1	1	1	0	0	1	0	0	718	677	Cambodian	0.011	0.046	0.938	0.004	0.002
719	677	Cambodian	Cambodia	EAST_ASIA	f	1	1	1	1	1	1	1	0	1	1	719	677	Cambodian	0.002	0.087	0.905	0.003	0.003
720	677	Cambodian	Cambodia	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	720	677	Cambodian	0.006	0.075	0.844	0.073	0.002
721	677	Cambodian	Cambodia	EAST_ASIA	f	1	1	1	1	1	1	1	0	1	1	721	677	Cambodian	0.001	0.178	0.818	0.001	0.001
722	38	Palestinian	Israel-Central	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	722	38	Palestinian	0.001	0.987	0.009	0.001	0.001
723	38	Palestinian	Israel-Central	MIDDLE_EAST	m	1	1	1	1	1	1	0	0	1	1	723	38	Palestinian	0.004	0.98	0.004	0.01	0.003
724	38	Palestinian	Israel-Central	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	724	38	Palestinian	0.1	0.892	0.003	0.004	0.001
725	38	Palestinian	Israel-Central	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	725	38	Palestinian	0.023	0.965	0.002	0.01	0.001
726	38	Palestinian	Israel-Central	MIDDLE_EAST	m	1	1	1	1	1	1	0	0	1	1	726	38	Palestinian	0.098	0.898	0.001	0.001	0.002
727	38	Palestinian	Israel-Central	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	727	38	Palestinian	0.034	0.946	0.017	0.002	0.002
728	38	Palestinian	Israel-Central	MIDDLE_EAST	m	1	1	1	1	1	1	0	0	1	0	728	38	Palestinian	0.022	0.974	0.001	0.002	0.001
729	38	Palestinian	Israel-Central	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	729	38	Palestinian	0.012	0.975	0.002	0.009	0.001
730	38	Palestinian	Israel-Central	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	730	38	Palestinian	0.031	0.952	0.006	0.004	0.007
731	38	Palestinian	Israel-Central	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	731	38	Palestinian	0.014	0.967	0.01	0.002	0.006
732	38	Palestinian	Israel-Central	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	732	38	Palestinian	0.002	0.995	0.002	0.001	0.001
733	38	Palestinian	Israel-Central	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	733	38	Palestinian	0.002	0.983	0.006	0.008	0.002
734	38	Palestinian	Israel-Central	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	734	38	Palestinian	0.004	0.991	0.003	0.001	0.001
735	38	Palestinian	Israel-Central	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	735	38	Palestinian	0.026	0.968	0.003	0.001	0.002
736	38	Palestinian	Israel-Central	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	736	38	Palestinian	0.004	0.987	0.006	0.002	0.001
737	38	Palestinian	Israel-Central	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	737	38	Palestinian	0.003	0.971	0.004	0.02	0.002
738	38	Palestinian	Israel-Central	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	738	38	Palestinian	0.028	0.96	0.009	0.001	0.001
739	38	Palestinian	Israel-Central	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	739	38	Palestinian	0.038	0.956	0.002	0.001	0.003
740	38	Palestinian	Israel-Central	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	740	38	Palestinian	0.005	0.989	0.002	0.003	0.001
741	38	Palestinian	Israel-Central	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	741	38	Palestinian	0.007	0.98	0.003	0.008	0.003
742	38	Palestinian	Israel-Central	MIDDLE_EAST	f	1	1	1	1	1	1	0	0	1	0	742	38	Palestinian	0.001	0.99	0.003	0.002	0.003
743	38	Palestinian	Israel-Central	MIDDLE_EAST	f	1	1	1	1	1	1	0	0	1	0	743	38	Palestinian	0.001	0.989	0.007	0.002	0.001
744	38	Palestinian	Israel-Central	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	744	38	Palestinian	0.177	0.808	0.006	0.003	0.005
745	38	Palestinian	Israel-Central	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	745	38	Palestinian	0.018	0.977	0.002	0.001	0.002
746	38	Palestinian	Israel-Central	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	746	38	Palestinian	0.077	0.909	0.006	0.007	0.001
747	684	Japanese	Japan	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	747	684	Japanese	0.001	0.001	0.987	0.002	0.009
748	684	Japanese	Japan	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	748	684	Japanese	0.001	0.006	0.97	0.005	0.018
749	684	Japanese	Japan	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	749	684	Japanese	0.001	0.001	0.892	0.092	0.013
750	684	Japanese	Japan	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	750	684	Japanese	0.002	0.002	0.988	0.002	0.006
751	684	Japanese	Japan	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	751	684	Japanese	0.003	0.002	0.976	0.016	0.003
752	684	Japanese	Japan	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	752	684	Japanese	0.001	0.002	0.988	0.008	0.001
753	684	Japanese	Japan	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	753	684	Japanese	0.001	0.002	0.977	0.016	0.004
754	684	Japanese	Japan	EAST_ASIA	f	1	1	1	1	1	1	1	0	1	1	754	684	Japanese	0.001	0.001	0.995	0.002	0.001
755	684	Japanese	Japan	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	755	684	Japanese	0.001	0.001	0.995	0.002	0.001
756	684	Japanese	Japan	EAST_ASIA	f	1	1	1	1	1	1	1	0	1	1	756	684	Japanese	0.003	0	0.967	0.002	0.028
757	684	Japanese	Japan	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	757	684	Japanese	0.003	0.003	0.983	0.007	0.003
758	684	Japanese	Japan	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	758	684	Japanese	0.002	0.006	0.939	0.002	0.052
759	684	Japanese	Japan	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	759	684	Japanese	0.006	0.001	0.986	0.004	0.002
760	684	Japanese	Japan	EAST_ASIA	f	1	1	1	1	1	1	1	0	1	1	760	684	Japanese	0.001	0.002	0.994	0.001	0.002
761	684	Japanese	Japan	EAST_ASIA	f	1	1	1	1	1	1	1	0	1	1	761	684	Japanese	0.001	0.007	0.99	0.001	0.001
762	684	Japanese	Japan	EAST_ASIA	m	1	1	1	0	1	1	1	0	1	1	1025	684	Japanese	0.001	0.001	0.992	0.005	0.002
763	684	Japanese	Japan	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	763	684	Japanese	0.004	0.004	0.988	0.002	0.003
764	684	Japanese	Japan	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	764	684	Japanese	0	0.002	0.993	0.003	0.002
765	684	Japanese	Japan	EAST_ASIA	f	1	1	1	1	1	1	1	0	1	1	765	684	Japanese	0.002	0.005	0.989	0.004	0.001
766	684	Japanese	Japan	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	766	684	Japanese	0.002	0.004	0.98	0.008	0.007
767	684	Japanese	Japan	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	767	684	Japanese	0.001	0.002	0.993	0.002	0.001
768	684	Japanese	Japan	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	768	684	Japanese	0.002	0.002	0.991	0.001	0.004
769	684	Japanese	Japan	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	769	684	Japanese	0.001	0.047	0.864	0.084	0.003
770	684	Japanese	Japan	EAST_ASIA	m	1	1	0	1	0	NA	NA	NA	0	0	770	684	Japanese	0.03	0.079	0.026	0.127	0.738
771	684	Japanese	Japan	EAST_ASIA	f	1	1	1	1	1	1	1	0	1	1	771	684	Japanese	0.026	0.005	0.966	0.001	0.002
772	684	Japanese	Japan	EAST_ASIA	f	1	1	1	1	1	1	1	0	1	1	772	684	Japanese	0.007	0.002	0.986	0.004	0.001
773	684	Japanese	Japan	EAST_ASIA	f	1	1	1	1	1	1	1	0	1	1	773	684	Japanese	0.001	0.007	0.987	0.001	0.003
774	601	Han	China	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	774	601	Han	0.003	0.002	0.965	0.028	0.002
775	601	Han	China	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	775	601	Han	0.001	0.001	0.993	0.001	0.004
776	601	Han	China	EAST_ASIA	f	1	1	1	1	1	1	1	0	1	1	776	601	Han	0.004	0.005	0.979	0.002	0.011
777	601	Han	China	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	777	601	Han	0.003	0.002	0.987	0.006	0.002
778	601	Han	China	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	778	601	Han	0.001	0.001	0.985	0.003	0.01
779	601	Han	China	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	779	601	Han	0.001	0.003	0.991	0.003	0.001
780	601	Han	China	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	780	601	Han	0.001	0.001	0.992	0.005	0.001
781	601	Han	China	EAST_ASIA	f	1	1	1	1	1	1	1	0	1	1	781	601	Han	0.017	0.002	0.97	0.009	0.002
782	601	Han	China	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	782	601	Han	0.003	0.015	0.98	0.001	0.001
783	601	Han	China	EAST_ASIA	f	1	1	1	1	1	1	1	0	1	1	783	601	Han	0.001	0.001	0.994	0.003	0.002
784	601	Han	China	EAST_ASIA	f	1	1	1	1	1	1	1	0	1	1	784	601	Han	0.002	0.002	0.991	0.001	0.005
785	601	Han	China	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	785	601	Han	0.001	0.001	0.978	0.007	0.013
786	601	Han	China	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	786	601	Han	0.002	0.006	0.952	0.002	0.039
